Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.34399
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.22146
Result value; 0.28
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T28; 1.020517; 1.022218; 0.001700466; 1
T29; 1.019164; 1.018517; -0.0006467999; 1
T30; 1.016988; 1.016262; -0.000725612; 1
T31; 1.014524; 1.014848; 0.0003237615; 1
T32; 1.014565; 1.015513; 0.0009482761; 1
T33; 1.014436; 1.013191; -0.001245414; 1
T34; 1.012771; 1.012116; -0.0006546818; 1
T35; 1.011749; 1.012942; 0.001193584; 1
T36; 1.010234; 1.010305; 7.104893E-5; 1
T37; 1.009552; 1.008582; -0.0009698389; 1
T38; 1.010159; 1.009812; -0.0003471831; 1
T39; 1.008148; 1.008582; 0.0004343695; 1
T40; 1.006954; 1.007846; 0.0008929031; 1
T41; 1.007826; 1.008419; 0.0005924299; 1
T42; 1.006054; 1.005565; -0.0004891326; 1
T43; 1.006306; 1.005565; -0.0007413728; 1
T44; 1.00601; 1.007275; 0.001264829; 1
T45; 1.003934; 1.005808; 0.001874843; 1
T46; 1.003289; 1.005402; 0.002112743; 1
T47; 1.002723; 1.004915; 0.002192072; 1
T48; 1.002138; 1.004671; 0.002533352; 1
T49; 1.001509; 1.00378; 0.002271416; 1
T50; 1.002392; 1.005402; 0.003010005; 1
Calibration result
Test name; AA ser
Channel; 985
Factor; 0.7366
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.01
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 0.50
Target unit; g/L
Run(s); 1
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.07231
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.07231
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.07435568; 0.07624608; 0; 0.975207
T1; 0.07756805; 0.07756805; 0; 1
T2; 0.0800311; 0.0800311; 0; 1
T3; 0.08563435; 0.08563435; 0; 1
T4; 0.0917666; 0.0917666; 0; 1
T5; 0.09765495; 0.09765495; 0; 1
T6; 0.1044604; 0.1044604; 0; 1
T7; 0.110742; 0.110742; 0; 1
T8; 0.1153854; 0.1153854; 0; 1
T9; 0.1196876; 0.1196876; 0; 1
T10; 0.1244602; 0.1244602; 0; 1
T11; 0.1270436; 0.1270436; 0; 1
T12; 0.1312355; 0.1312355; 0; 1
T13; 0.1346687; 0.1346687; 0; 1
T14; 0.1373358; 0.1373358; 0; 1
T15; 0.1378315; 0.1378315; 0; 1
T16; 0.1399972; 0.1399972; 0; 1
T17; 0.1435453; 0.1435453; 0; 1
T18; 0.1436347; 0.1436347; 0; 1
T19; 0.1452911; 0.1452911; 0; 1
T20; 0.1459307; 0.1459307; 0; 1
T21; 0.1470438; 0.1470438; 0; 1
T22; 0.1476973; 0.1476973; 0; 1
T23; 0.1477988; 0.1477988; 0; 1
T24; 0.1498789; 0.1498789; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.01
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 0.45
Target unit; g/L
Run(s); 1
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.09879
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.09879
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.001776253; 0.002753192; 0; 0.645161
T1; 0.006835954; 0.01009117; 0; 0.677419
T2; 0.006819262; 0.01006653; 0; 0.677419
T3; 0.06261108; 0.07465167; 0; 0.83871
T4; 0.06417302; 0.07651398; 0; 0.83871
T5; 0.06160538; 0.07345257; 0; 0.83871
T6; 0.06108765; 0.07283527; 0; 0.83871
T7; 0.1115505; 0.1115505; 0; 1
T8; 0.1377654; 0.1377654; 0; 1
T9; 0.1491882; 0.1491882; 0; 1
T10; 0.1554905; 0.1554905; 0; 1
T11; 0.1587629; 0.1587629; 0; 1
T12; 0.1588208; 0.1588208; 0; 1
T13; 0.1607802; 0.1607802; 0; 1
T14; 0.1600023; 0.1600023; 0; 1
T15; 0.1618855; 0.1618855; 0; 1
T16; 0.1589133; 0.1589133; 0; 1
T17; 0.1601531; 0.1601531; 0; 1
T18; 0.1602692; 0.1602692; 0; 1
T19; 0.1608267; 0.1608267; 0; 1
T20; 0.1604898; 0.1604898; 0; 1
T21; 0.1598516; 0.1598516; 0; 1
T22; 0.1619438; 0.1619438; 0; 1
T23; 0.1590869; 0.1590869; 0; 1
T24; 0.1603737; 0.1603737; 0; 1
T25; 0.1619205; 0.1619205; 0; 1
T26; 0.1601067; 0.1601067; 0; 1
T27; 0.1610359; 0.1610359; 0; 1
T28; 0.1609197; 0.1609197; 0; 1
T29; 0.1619088; 0.1619088; 0; 1
T30; 0.1603969; 0.1603969; 0; 1
Calibration result
Test name; Tmal ser
Channel; 801
Factor; 0.1908
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.01
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 0.15
Target unit; g/L
Run(s); 1
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.24583
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.12330
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.377456; 1.642035; 0.0120455; 0.84507
T1; 1.362739; 1.598217; 0.01207796; 0.859155
T2; 1.359126; 1.594101; 0.01216725; 0.859155
T3; 1.357259; 1.591587; 0.01182643; 0.859155
T4; 1.365077; 1.599173; 0.01031221; 0.859155
T5; 1.360608; 1.595047; 0.01138863; 0.859155
T6; 1.361674; 1.595996; 0.011097; 0.859155
T7; 1.362273; 1.596629; 0.01103222; 0.859155
T8; 1.32934; 1.342238; 0.01289848; 1
T9; 1.274002; 1.288057; 0.01405471; 1
T10; 1.229779; 1.24297; 0.01319132; 1
T11; 1.194353; 1.206107; 0.01175343; 1
T12; 1.172055; 1.185206; 0.01315064; 1
T13; 1.154119; 1.167148; 0.01302861; 1
T14; 1.142166; 1.155284; 0.01311809; 1
T15; 1.13282; 1.14519; 0.01237025; 1
T16; 1.123847; 1.137413; 0.01356579; 1
T17; 1.120025; 1.133248; 0.01322387; 1
T18; 1.11434; 1.128476; 0.01413625; 1
T19; 1.109527; 1.123435; 0.01390798; 1
T20; 1.106593; 1.12099; 0.01439729; 1
T21; 1.105143; 1.119614; 0.01447073; 1
T22; 1.103714; 1.117084; 0.01337038; 1
T23; 1.101915; 1.116769; 0.01485447; 1
T24; 1.101114; 1.115511; 0.01439729; 1
T25; 1.100231; 1.114988; 0.01475647; 1
T26; 1.098149; 1.112277; 0.0141281; 1
T27; 1.097935; 1.112381; 0.01444625; 1
T28; 1.097101; 1.112797; 0.01569663; 1
T29; 1.096995; 1.110618; 0.0136228; 1
T30; 1.096469; 1.112173; 0.01570481; 1
T31; 1.093588; 1.108655; 0.0150669; 1
T32; 1.093581; 1.108346; 0.01476463; 1
T33; 1.093966; 1.108037; 0.01407102; 1
T34; 1.090792; 1.106701; 0.01590947; 1
T35; 1.090185; 1.106086; 0.01590128; 1
T36; 1.090566; 1.106189; 0.01562298; 1
T37; 1.089939; 1.105881; 0.01594223; 1
T38; 1.088361; 1.104246; 0.01588491; 1
T39; 1.089587; 1.106086; 0.01649942; 1
T40; 1.089579; 1.10445; 0.01487081; 1
T41; 1.089362; 1.105165; 0.01580304; 1
T42; 1.08778; 1.104042; 0.01626171; 1
T43; 1.086789; 1.103329; 0.01654042; 1
T44; 1.087447; 1.102718; 0.01527126; 1
T45; 1.087223; 1.102617; 0.01539392; 1
T46; 1.085272; 1.101804; 0.01653222; 1
T47; 1.086107; 1.10282; 0.01671266; 1
T48; 1.086373; 1.101399; 0.01502604; 1
T49; 1.084125; 1.09978; 0.01565571; 1
T50; 1.083508; 1.099679; 0.01617157; 1
Calibration result
Test name; AA ser
Channel; 985
Factor; 0.7366
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position
Sample type; RBL cali
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.12253
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; -0.12253
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.344941; 1.597899; 0.006385337; 0.84507
T1; 1.312988; 1.538835; 0.01060331; 0.859155
T2; 1.316199; 1.541619; 0.009649877; 0.859155
T3; 1.315864; 1.540504; 0.008924091; 0.859155
T4; 1.312908; 1.53745; 0.009311027; 0.859155
T5; 1.317351; 1.542178; 0.008867692; 0.859155
T6; 1.31407; 1.539391; 0.009900152; 0.859155
T7; 1.31609; 1.539391; 0.00754843; 0.859155
T8; 1.288333; 1.2999; 0.01156694; 1
T9; 1.251534; 1.261911; 0.01037688; 1
T10; 1.224857; 1.232976; 0.008119082; 1
T11; 1.211427; 1.222403; 0.01097555; 1
T12; 1.199244; 1.209863; 0.01061948; 1
T13; 1.192069; 1.20315; 0.01108081; 1
T14; 1.189102; 1.197929; 0.008827412; 1
T15; 1.182853; 1.194023; 0.01116989; 1
T16; 1.18386; 1.193897; 0.01003746; 1
T17; 1.183237; 1.193146; 0.009908228; 1
T18; 1.17948; 1.188662; 0.00918201; 1
T19; 1.178271; 1.189903; 0.0116318; 1
T20; 1.179514; 1.189406; 0.009892076; 1
T21; 1.177415; 1.185944; 0.00852945; 1
T22; 1.175978; 1.185821; 0.009843626; 1
T23; 1.175215; 1.185083; 0.009867851; 1
T24; 1.174047; 1.184715; 0.01066802; 1
T25; 1.177356; 1.187054; 0.009698307; 1
T26; 1.17563; 1.187424; 0.01179399; 1
T27; 1.176855; 1.187054; 0.01019906; 1
T28; 1.175724; 1.184592; 0.008867692; 1
T29; 1.173858; 1.185206; 0.01134811; 1
T30; 1.174837; 1.184592; 0.009754814; 1
T31; 1.1738; 1.184347; 0.01054669; 1
T32; 1.172626; 1.183489; 0.01086222; 1
T33; 1.171904; 1.183244; 0.01134001; 1
T34; 1.172032; 1.182999; 0.01096745; 1
T35; 1.168048; 1.178255; 0.01020714; 1
T36; 1.171524; 1.182022; 0.01049817; 1
T37; 1.169269; 1.180803; 0.01153451; 1
T38; 1.169373; 1.179588; 0.01021522; 1
T39; 1.169355; 1.178134; 0.00877908; 1
T40; 1.168677; 1.179103; 0.01042539; 1
T41; 1.166853; 1.177651; 0.01079748; 1
T42; 1.169682; 1.180803; 0.0111213; 1
T43; 1.168067; 1.176806; 0.008738806; 1
T44; 1.165356; 1.177409; 0.01205362; 1
T45; 1.166342; 1.176565; 0.0102233; 1
T46; 1.165116; 1.176083; 0.01096745; 1
T47; 1.165746; 1.175121; 0.009375549; 1
T48; 1.164565; 1.176083; 0.0115183; 1
T49; 1.165853; 1.177047; 0.01119419; 1
T50; 1.165799; 1.176685; 0.01088651; 1

